,Datetime,headline,source,link
132,2025-05-19 12:17:57,BofA maintains $160 target on NVIDIA stock post-keynote,Investing.com,https://www.investing.com/news/analyst-ratings/bofa-maintains-160-target-on-nvidia-stock-postkeynote-93CH-4052620
133,2025-05-19 12:07:10,Wedbush’s Ives sees AI boom in Middle East as turning point for U.S. tech giants,Investing.com,https://www.investing.com/news/stock-market-news/wedbushs-ives-sees-ai-boom-in-middle-east-as-turning-point-for-us-tech-giants-4052565
134,2025-05-19 11:39:01,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/bofa-securities-maintains-nvidia-at-buy-with-a-price-target-of-16000-4052481
135,2025-05-19 11:33:32,"Nvidia, Walmart, Netflix and Microsoft fall premarket",Investing.com,https://www.investing.com/news/stock-market-news/nvidia-walmart-netflix-and-microsoft-fall-premarket-4052464
136,2025-05-19 11:02:11,Mizuho lifts price targets for AI server stocks,Investing.com,https://www.investing.com/news/stock-market-news/mizuho-lifts-price-targets-for-ai-server-stocks-4052393
137,2025-05-19 11:01:23,NVIDIA at COMPUTEX 2025: AI’s Transformative Power,Investing.com,https://www.investing.com/news/transcripts/nvidia-at-computex-2025-ais-transformative-power-93CH-4052389
138,2025-05-19 09:22:09,Goldman’s Kostin says Big Tech now cheapest relative to rest of S&P 500 in 6 years,Investing.com,https://www.investing.com/news/stock-market-news/goldmans-kostin-says-big-tech-now-cheapest-relative-to-rest-of-sp-500-in-6-years-4052183
139,2025-05-19 09:09:03,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/raymond-james-maintains-nvidia-at-underperform-with-a-price-target-of-15000-4052017
140,2025-05-19 08:38:36,U.S. big tech stocks slide premarket trading led by Tesla and Nvidia,Investing.com,https://www.investing.com/news/stock-market-news/us-big-tech-stocks-slide-premarket-trading-led-by-tesla-and-nvidia-93CH-4052110
141,2025-05-19 08:36:50,Raymond James maintains NVIDIA underperform rating,Investing.com,https://www.investing.com/news/analyst-ratings/raymond-james-maintains-nvidia-underperform-rating-93CH-4052108
142,2025-05-19 08:33:32,Qualcomm to make data center processors that connect to Nvidia chips,Reuters,https://www.investing.com/news/stock-market-news/qualcomm-to-make-data-center-processors-that-connect-to-nvidia-chips-4051844
143,2025-05-19 08:19:22,Qualcomm says it will build custom data center CPUs that link with Nvidia chips,Investing.com,https://www.investing.com/news/stock-market-news/qualcomm-says-it-will-build-custom-data-center-cpus-that-link-with-nvidia-chips-4052083
144,2025-05-19 07:55:33,"Dow Jones, Nasdaq, S&P 500 weekly preview: Week of retail earnings, PMI data",Investing.com,https://www.investing.com/news/stock-market-news/dow-jones-nasdaq-sp-500-weekly-preview-4052034
145,2025-05-19 07:37:43,"Futures drop, Moody’s downgrade, Nvidia CEO comments - what’s moving markets",Investing.com,https://www.investing.com/news/economy-news/futures-drop-moodys-downgrade-nvidia-ceo-comments--whats-moving-markets-4051988
146,2025-05-19 07:30:34,Nvidia software aims to create marketplace for AI computing power,Reuters,https://www.investing.com/news/stock-market-news/nvidia-software-aims-to-create-marketplace-for-ai-computing-power-4051862
147,2025-05-19 05:05:31,"Nvidia to ship new China AI chip next qtr, modified Blackwell later- Nikkei",Investing.com,https://www.investing.com/news/stock-market-news/nvidia-to-ship-new-china-ai-chip-next-qtr-modified-blackwell-later-nikkei-4051802
148,2025-05-19 04:56:03,NVIDIA Powers World’s Largest Quantum Research Supercomputer,Investing.com,https://www.investing.com/news/press-releases/nvidia-powers-worlds-largest-quantum-research-supercomputer-93CH-4051799
149,2025-05-19 04:56:02,NVIDIA Announces DGX Cloud Lepton to Connect Developers to NVIDIA’s Global Compute Ecosystem,Investing.com,https://www.investing.com/news/press-releases/nvidia-announces-dgx-cloud-lepton-to-connect-developers-to-nvidias-global-compute-ecosystem-93CH-4051798
150,2025-05-19 04:36:03,NVIDIA Powers Humanoid Robot Industry With Cloud-to-Robot Computing Platforms for Physical AI,Investing.com,https://www.investing.com/news/press-releases/nvidia-powers-humanoid-robot-industry-with-cloudtorobot-computing-platforms-for-physical-ai-93CH-4051791
151,2025-05-19 04:20:02,NVIDIA RTX PRO Servers Speed Trillion-Dollar Enterprise IT Industry Transition to AI Factories,Investing.com,https://www.investing.com/news/press-releases/nvidia-rtx-pro-servers-speed-trilliondollar-enterprise-it-industry-transition-to-ai-factories-93CH-4051787
152,2025-05-19 04:08:03,NVIDIA Launches AI-First DGX Personal Computing Systems With Global Computer Makers,Investing.com,https://www.investing.com/news/press-releases/nvidia-launches-aifirst-dgx-personal-computing-systems-with-global-computer-makers-93CH-4051786
153,2025-05-19 04:00:45,NVIDIA launches NVLink Fusion for custom AI silicon,Investing.com,https://www.investing.com/news/company-news/nvidia-launches-nvlink-fusion-for-custom-ai-silicon-93CH-4051779
154,2025-05-19 04:00:03,Foxconn Builds AI Factory in Partnership With Taiwan and NVIDIA,Investing.com,https://www.investing.com/news/press-releases/foxconn-builds-ai-factory-in-partnership-with-taiwan-and-nvidia-93CH-4051777
155,2025-05-19 03:59:07,Foxconn Builds AI Factory in Partnership With Taiwan and NVIDIA,Investing.com,https://www.investing.com/news/assorted/foxconn-builds-ai-factory-in-partnership-with-taiwan-and-nvidia-432SI-4051776
156,2025-05-19 03:40:34,Nvidia in talks to enter quantum sector via PsiQuantum investment- The Information,Investing.com,https://www.investing.com/news/stock-market-news/nvidia-in-talks-toenter-quantum-sector-via-psiquantum-investment-the-information-4051759
157,2025-05-19 03:05:57,"Nvidia in advanced talks to invest in PsiQuantum, The Information reports",Reuters,https://www.investing.com/news/stock-market-news/nvidia-in-advanced-talks-to-invest-in-psiquantum-the-information-reports-4051742
158,2025-05-19 02:39:17,Nvidia CEO Huang speaks at Computex Taipei: Watch Live,Investing.com,https://www.investing.com/news/stock-market-news/nvidia-ceo-huang-speaks-at-computex-taipei-watch-live-4051745
159,2025-05-18 10:00:02,"5 big analyst AI moves: Nvidia, AMD price targets raised, Pinterest upgraded",Investing.com,https://www.investing.com/news/stock-market-news/5-big-analyst-ai-moves-nvidia-amd-price-targets-raised-pinterest-upgraded-4051584
160,2025-05-18 10:00:02,"5 big analyst AI moves: Nvidia, AMD price targets raised, Pinterest upgraded",Investing.com,https://www.investing.com/news/stock-market-news/5-big-analyst-ai-moves-nvidia-amd-price-targets-raised-pinterest-upgraded-4051584
161,2025-05-17 09:12:14,’From Tariff Man to Global Salesman’,Investing.com,https://www.investing.com/news/economy-news/from-tariff-man-to-global-salesman-4051536
162,2025-05-17 09:02:29,Nvidia’s Huang sees no evidence of AI chip leakage to China,Investing.com,https://www.investing.com/news/stock-market-news/nvidias-huang-sees-no-evidence-of-ai-chip-leakage-to-china-4051535
163,2025-05-17 09:00:00,Investing.com’s stocks of the week,Investing.com,https://www.investing.com/news/stock-market-news/investingcoms-stocks-of-the-week-4051208
164,2025-05-17 05:45:32,Nvidia CEO says next chip after H20 for China won’t be from Hopper series,Reuters,https://www.investing.com/news/stock-market-news/nvidia-ceo-says-next-chip-after-h20-for-china-wont-be-from-hopper-series-4051525
165,2025-05-16 21:02:59,Mizuho raises NVIDIA stock price target to $168 ahead of earnings,Investing.com,https://www.investing.com/news/analyst-ratings/mizuho-raises-nvidia-stock-price-target-to-168-ahead-of-earnings-93CH-4051401
166,2025-05-16 20:27:03,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/mizuho-maintains-nvidia-at-outperform-with-a-price-target-of-16800-4051324
167,2025-05-16 19:25:10,"Nvidia , Cisco and OpenAI are backing the UAE Stargate data center project - CNBC",Investing.com,https://www.investing.com/news/pro/nvidia--cisco-and-openai-are-backing-the-uae-stargate-data-center-project--cnbc-432SI-4051253
168,2025-05-16 18:16:44,"Nvidia seeks Shanghai R&D site after US chip curbs, say sources",Reuters,https://www.investing.com/news/economy-news/nvidia-seeks-shanghai-rd-site-after-us-chip-curbs-say-sources-4050488
169,2025-05-16 13:41:25,Beyond the headlines: explaining Trump’s Gulf ’trillions’,Reuters,https://www.investing.com/news/stock-market-news/beyond-the-headlines-explaining-trumps-gulf-trillions-4050804
170,2025-05-16 11:22:20,"Factbox-Trump’s Gulf tour sparks AI, finance and energy deals",Reuters,https://www.investing.com/news/stock-market-news/factboxtrumps-gulf-tour-sparks-ai-finance-and-energy-deals-4050362
171,2025-05-16 10:38:41,Michael Burry turns bearish on Nvidia and China,Investing.com,https://www.investing.com/news/stock-market-news/michael-burry-turns-bearish-on-nvidia-and-china-4050189
172,2025-05-16 09:59:07,Tesla and Alphabet drive Magnificent Seven shares rebound,Investing.com,https://www.investing.com/news/stock-market-news/tesla-and-alphabet-drive-magnificent-seven-shares-rebound-93CH-4050093
173,2025-05-16 07:16:15,Wistron says new US plants will be ready for Nvidia’s server production next year,Reuters,https://www.investing.com/news/stock-market-news/wistron-says-new-us-plants-will-be-ready-for-nvidias-server-production-next-year-4049809
174,2025-05-16 04:28:16,Nvidia plans Shanghai R&D center in commitment to China- FT,Investing.com,https://www.investing.com/news/stock-market-news/nvidia-plans-shanghai-rd-center-in-commitment-to-china-ft-4049665
175,2025-05-16 04:05:42,"Trump announces $200 billion in deals during UAE visit, AI agreement signed",Reuters,https://www.investing.com/news/stock-market-news/trump-heads-to-uae-as-it-hopes-to-advance-ai-ambitions-4046745
176,2025-05-15 23:55:43,Wall Street ends mixed; Cisco rallies while UnitedHealth tumbles,Reuters,https://www.investing.com/news/economy-news/wall-st-set-for-lower-open-as-trade-truce-rally-fades-unitedhealth-falls-4048184
177,2025-05-15 21:41:51,"UAE to build biggest AI campus outside US in Trump deal, bypassing past China worries",Reuters,https://www.investing.com/news/stock-market-news/uae-set-to-deepen-ai-links-with-the-united-states-after-past-curbs-over-china-4048804
178,2025-05-15 21:13:28,CoreWeave shares end lower as OpenAI deal fails to calm spending worries,Reuters,https://www.investing.com/news/stock-market-news/coreweaves-shares-slip-after-it-unveils-ai-spending-plans-in-first-results-since-ipo-4048264
179,2025-05-15 21:00:11,NVIDIA shows 7% stake in CoreWeave ,Investing.com,https://www.investing.com/news/pro/nvidia-shows-7-stake-in-coreweave-432SI-4049259
180,2025-05-15 20:36:20,AI firm Cohere doubles annualized revenue to $100 million on enterprise focus,Reuters,https://www.investing.com/news/stock-market-news/ai-firm-cohere-doubles-annualized-revenue-to-100-million-on-enterprise-focus-4049153
181,2025-05-15 20:04:46,"HSBC maintains NVIDIA stock Hold rating, $120 target",Investing.com,https://www.investing.com/news/analyst-ratings/hsbc-maintains-nvidia-stock-hold-rating-120-target-93CH-4049013
182,2025-05-15 19:25:02,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/hsbc-maintains-nvidia-at-hold-with-a-price-target-of-12000-4048954
183,2025-05-15 17:46:48,"US and UAE finalise technology framework agreement, source says",Reuters,https://www.investing.com/news/economy-news/us-and-uae-finalise-technology-framework-agreement-source-says-4048602
184,2025-05-15 17:35:12,"Trump: think AI project with UAE will be special, Nvidia’s Huang was here",Investing.com,https://www.investing.com/news/pro/trump-think-ai-project-with-uae-will-be-special-nvidias-huang-was-here-432SI-4048842
185,2025-05-15 17:31:02,Here’s what to expect from Applied Materials latest results,Investing.com,https://www.investing.com/news/pro/heres-what-to-expect-from-applied-materials-latest-results-432SI-4048832
186,2025-05-15 17:20:50,U.S. lawmakers introduce bill to address AI chip smuggling,Reuters,https://www.investing.com/news/stock-market-news/us-lawmakers-introduce-bill-to-address-ai-chip-smuggling-4048183
187,2025-05-15 16:01:44,"Coreweave signs new $4 billion deal with OpenAI, filing shows",Reuters,https://www.investing.com/news/stock-market-news/coreweave-signs-new-4-billion-deal-with-openai-filing-shows-4048649
188,2025-05-15 12:52:17,Factbox-Foreign companies eye US expansion to lessen fallout from tariffs,Reuters,https://www.investing.com/news/stock-market-news/factboxforeign-companies-eye-us-expansion-to-lessen-fallout-from-tariffs-4048074
189,2025-05-15 10:46:03,These 2 chip stocks are the biggest winners from Trump’s Saudi Arabia deals,Investing.com,https://www.investing.com/news/pro/these-2-chip-stocks-are-the-biggest-winners-from-trumps-saudi-arabia-deals-432SI-4047497
190,2025-05-15 09:40:11,"Tesla, Magnificent 7 stocks decline in premarket trading",Investing.com,https://www.investing.com/news/stock-market-news/tesla-magnificent-7-stocks-decline-in-premarket-trading-93CH-4047272
191,2025-05-15 09:11:07,China accuses US of ’abusing’ export control measures in Huawei AI chip curb,Reuters,https://www.investing.com/news/economy-news/china-accuses-us-of-abusing-export-control-measures-in-huawei-ai-chip-curb-4047197
192,2025-05-15 04:50:38,"Apple, Nvidia supplier Foxconn warns on 2025 outlook, shares fall",Investing.com,https://www.investing.com/news/stock-market-news/apple-nvidia-supplier-foxconn-warns-on-2025-outlook-shares-fall-4046780
193,2025-05-15 00:16:14,"Taiwan’s Computex to showcase AI advances, Nvidia’s Huang to take centre stage",Reuters,https://www.investing.com/news/stock-market-news/taiwans-computex-to-showcase-ai-advances-nvidias-huang-to-take-centre-stage-4046658
194,2025-05-15 00:06:36,Nvidia-backed CoreWeave to spend up to $23 billion this year to tap AI demand boom,Reuters,https://www.investing.com/news/stock-market-news/nvidiabacked-coreweave-beats-firstquarter-revenue-estimate-4046059
195,2025-05-14 22:26:46,"S&P 500 barely gains, investors focus on trade, wait for data",Reuters,https://www.investing.com/news/stock-market-news/us-stock-futures-flat-after-stellar-start-to-week-focus-on-trade-developments-4044134
196,2025-05-14 22:06:17,"Perplexity, PayPal partner to provide easy payment checkouts to users",Reuters,https://www.investing.com/news/stock-market-news/perplexity-paypal-partner-to-provide-easy-payment-checkouts-to-users-4045815
197,2025-05-14 22:04:13,CoreWeave Q1 revenue beats estimates; shares fall on CapEx guidance,Investing.com,https://www.investing.com/news/earnings/coreweave-q1-revenue-beats-estimates-as-customer-wins-boosts-growth-shares-jump-4046181
198,2025-05-14 22:01:17,"Factbox-Trump’s Gulf tour sparks AI, finance and energy deals",Reuters,https://www.investing.com/news/stock-market-news/factboxdeals-take-centre-stage-in-trumps-gulf-visit-4042556
199,2025-05-14 22:00:49,"US tech firms Nvidia, AMD secure AI deals as Trump tours Gulf states",Reuters,https://www.investing.com/news/stock-market-news/saudi-arabia-partners-with-nvidia-to-spur-ai-goals-as-trump-visits-4042384
200,2025-05-14 21:57:40,Nvidia supplier Foxconn cuts outlook due to currency appreciation,Reuters,https://www.investing.com/news/stock-market-news/foxconn-expected-to-post-strong-q1-profit-growth-on-ai-server-demand-4043525
201,2025-05-14 21:12:26,Trading Day: S&P 500 completes 2025 round trip,Reuters,https://www.investing.com/news/economy-news/trading-day-sp-500-completes-2025-round-trip-4046378
202,2025-05-14 20:51:33,"US close to letting UAE import millions of Nvidia’s AI chips, sources say",Reuters,https://www.investing.com/news/stock-market-news/us-close-to-letting-uae-import-millions-of-nvidias-ai-chips-sources-say-4046258
203,2025-05-14 20:50:07,"U.S. getting close to allowing UAE to import millions of Nvidia’s chips, sources say - Reuters",Investing.com,https://www.investing.com/news/pro/us-getting-close-to-allowing-uae-to-import-millions-of-nvidias-chips-sources-say--reuters-432SI-4046253
204,2025-05-14 20:37:14,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.21%,Investing.com,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-021-4046179
205,2025-05-14 20:01:48,Stock market today: S&P 500 closes higher as tech continues to lead recovery,Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-steady-after-sp-500-ends-higher-on-soft-cpi-trade-optimism-4043622
206,2025-05-14 19:22:27,Aramco says has US tie-ups worth up to $90 billion amid Trump Gulf tour,Reuters,https://www.investing.com/news/commodities-news/saudi-aramco-signs-deals-worth-up-to-90-billion-with-us-companies-4045710
207,2025-05-14 16:00:39,"European stocks lower as investors digest corporate earnings, inflation data",Investing.com,https://www.investing.com/news/stock-market-news/european-stocks-steady-as-investirs-digest-corporate-earnings-inflation-data-4043882
208,2025-05-14 16:00:19,Saylor’s Strategy’s Big Bitcoin Secret Revealed in Fresh FT Documentary,U.Today,https://www.investing.com/news/cryptocurrency-news/saylors-strategys-big-bitcoin-secret-revealed-in-fresh-ft-documentary-4045740
209,2025-05-14 15:53:14,"NVIDIA, AMD targets raised at BofA following sovereign AI deals",Investing.com,https://www.investing.com/news/stock-market-news/nvidia-amd-targets-raised-at-bofa-following-sovereign-ai-deals-4045725
210,2025-05-14 15:46:29,Saudi PIF strikes multibillion-dollar deals with top US asset managers,Reuters,https://www.investing.com/news/stock-market-news/saudi-arabias-pif-strikes-multibillion-investment-deals-with-us-asset-managers-4045316
211,2025-05-14 15:21:53,Tencent says resilient to US chip curbs after revenues rise,Reuters,https://www.investing.com/news/stock-market-news/tencents-q1-revenue-rises-13-on-gaming-strength-4044127
212,2025-05-14 14:49:03,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/bofa-securities-maintains-nvidia-at-buy-with-a-price-target-of-16000-4045550
213,2025-05-14 14:37:36,Samsung to buy German cooling system maker FlaktGroup for $1.7 billion,Reuters,https://www.investing.com/news/stock-market-news/samsung-electronics-to-buy-flaktgroup-for-15-billion-euro-4043613
214,2025-05-14 14:37:17,AI chipmaker AMD unveils $6 billion buyback plan,Reuters,https://www.investing.com/news/stock-market-news/amd-announces-new-6-billion-share-buyback-plan-4045112
215,2025-05-14 13:03:03,BofA lists 3 factors why chip stocks are rallying,Investing.com,https://www.investing.com/news/pro/bofa-lists-3-factors-why-chip-stocks-are-rallying-432SI-4045059
216,2025-05-14 10:41:06,Morning Bid: ’Magnificent 7’ ride back into town,Reuters,https://www.investing.com/news/commodities-news/morning-bid-magnificent-7-ride-back-into-town-4044334
217,2025-05-14 09:15:55,Nvidia leads premarket gains after deal with Saudi Arabian AI firm,Investing.com,https://www.investing.com/news/stock-market-news/nvidia-leads-premarket-gains-after-deal-with-saudi-arabian-ai-firm-93CH-4044128
218,2025-05-14 06:26:55,Electronics giant Foxconn’s first-quarter profit surges 91% on year,Reuters,https://www.investing.com/news/stock-market-news/electronics-giant-foxconns-firstquarter-profit-surges-91-on-year-4043815
219,2025-05-14 04:48:21,Morning Bid: Markets near even keel amid trade deal hope,Reuters,https://www.investing.com/news/economy-news/morning-bid-markets-near-even-keel-amid-trade-deal-hope-4043708
220,2025-05-14 03:34:16,"Asia stocks: Hong Kong, S. Korea lead gains tracking US tech rally; Japan lags",Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-hong-kong-s-korea-lead-gains-tracking-us-tech-gains-japan-lags-4043688
221,2025-05-14 00:57:22,"S&P 500, Nasdaq end higher on soft inflation data, trade optimism",Reuters,https://www.investing.com/news/economy-news/us-stock-futures-down-as-trade-truce-rally-fades-inflation-data-in-focus-4041011
222,2025-05-13 22:13:56,Nvidia CEO’s net worth nears $120 billion as shares surge on Saudi chip deal,Reuters,https://www.investing.com/news/stock-market-news/nvidia-ceos-net-worth-nears-120-billion-as-shares-surge-on-saudi-chip-deal-4043524
223,2025-05-13 21:11:20,"Trading Day: No ’trade truce’ hangover, party continues",Reuters,https://www.investing.com/news/economy-news/trading-day-no-trade-truce-hangover-party-continues-4043311
224,2025-05-13 20:35:05,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.64%,Investing.com,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-064-4043119
225,2025-05-13 20:12:07,Stock market today: S&P 500 climbs as cooling inflation keeps tech rally intact,Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-steady-after-wall-st-surges-on-china-trade-deal-cpi-in-focus-4040444
226,2025-05-13 18:39:07,U.S. Commerce Department rescinds Biden-Era AI diffusion rule - Bloomberg,Investing.com,https://www.investing.com/news/pro/us-commerce-department-rescinds-bidenera-ai-diffusion-rule--bloomberg-432SI-4042833
227,2025-05-13 18:21:28,"NVIDIA, Saudi Arabia partner for AI and digital infrastructure",Investing.com,https://www.investing.com/news/company-news/nvidia-saudi-arabia-partner-for-ai-and-digital-infrastructure-93CH-4042807
228,2025-05-13 18:17:07,NVIDIA and Saudi Arabia to Build AI Factories to Power Next Wave of Intelligence for the Age of Reasoning,Investing.com,https://www.investing.com/news/assorted/nvidia-and-saudi-arabia-to-build-ai-factories-to-power-next-wave-of-intelligence-for-the-age-of-reasoning-432SI-4042800
229,2025-05-13 17:46:59,Wolfe raises concerns over 2026 AI spending despite 2025 surge,Investing.com,https://www.investing.com/news/analyst-ratings/wolfe-raises-concerns-over-2026-ai-spending-despite-2025-surge-93CH-4042759
230,2025-05-13 17:41:40,"Intel has limited customer commitments for latest chip manufacturing tech, CFO says",Reuters,https://www.investing.com/news/stock-market-news/intel-has-limited-customer-commitments-for-latest-chip-manufacturing-tech-cfo-says-4042754
231,2025-05-13 16:46:08,Verizon to invest $5 billion in US small business suppliers over next 5 years,Reuters,https://www.investing.com/news/economy-news/verizon-to-invest-5-billion-in-us-small-business-suppliers-over-next-5-years-4042683
232,2025-05-13 16:41:32,"US weighs letting UAE buy over a million advanced Nvidia chips, Bloomberg News reports",Reuters,https://www.investing.com/news/stock-market-news/us-weighs-letting-uae-buy-over-a-million-advanced-nvidia-chips-bloomberg-news-reports-4042602
233,2025-05-13 16:24:05,Trump’s Middle East trip a boon for NVIDIA,Investing.com,https://www.investing.com/news/stock-market-news/trumps-middle-east-trip-a-boon-for-nvidia-4042654
234,2025-05-13 15:40:08,US weighs letting UAE buy over 1 million advanced NVIDIA chips - Bloomberg,Investing.com,https://www.investing.com/news/pro/us-weighs-letting-uae-buy-over-1-million-advanced-nvidia-chips--bloomberg-432SI-4042566
235,2025-05-13 14:57:19,"DA Davidson holds NVIDIA stock at Neutral, target steady at $120",Investing.com,https://www.investing.com/news/analyst-ratings/da-davidson-holds-nvidia-stock-at-neutral-target-steady-at-120-93CH-4042491
236,2025-05-13 14:53:07,Saudi Arabia’s HUMAIN and NVIDIA partner to drive AI development,Investing.com,https://www.investing.com/news/stock-market-news/saudi-arabias-humain-and-nvidia-partner-to-drive-ai-development-93CH-4042485
237,2025-05-13 14:44:34,"Nvidia, First Solar lead Tuesday’s market cap stock movers",Investing.com,https://www.investing.com/news/stock-market-news/-93CH-4042430
238,2025-05-13 14:30:19,Saudi Arabia and NVIDIA form strategic AI partnership,Investing.com,https://www.investing.com/news/company-news/saudi-arabia-and-nvidia-form-strategic-ai-partnershi-93CH-4042412
239,2025-05-13 14:24:07,NVIDIA and new Saudi fund HUMAIN announce partnership to build AI factories in Saudi Arabia,Investing.com,https://www.investing.com/news/pro/nvidia-and-new-saudi-fund-humain-announce-partnership-to-build-ai-factories-in-saudi-arabia-432SI-4042402
240,2025-05-13 14:17:03,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/da-davidson-maintains-nvidia-at-neutral-with-a-price-target-of-12000-4042312
241,2025-05-13 12:58:19,Raymond James initiates SMCI coverage with outperform rating on AI tailwinds,Investing.com,https://www.investing.com/news/stock-market-news/raymond-james-initiates-smci-coverage-with-outperform-rating-on-ai-tailwinds-4041913
242,2025-05-12 22:55:46,Wall Street equity indexes close higher after US-China tariff truce,Reuters,https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-uschina-trade-standoff-thaws-4038069
243,2025-05-12 19:52:07,US Mulls Large Chip Sale To Emirati Ai Firm G42 - NYT,Investing.com,https://www.investing.com/news/pro/us-mulls-large-chip-sale-to-emirati-ai-firm-g42--nyt-432SI-4039797
244,2025-05-12 17:06:34,"AI firm Perplexity eyes $14 billion in valuation in fresh funding round, WSJ reports",Reuters,https://www.investing.com/news/stock-market-news/ai-firm-perplexity-eyes-14-billion-in-valuation-in-fresh-funding-round-wsj-reports-4039671
245,2025-05-12 14:03:02,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/ubs-maintains-nvidia-at-buy-with-a-price-target-of-17500-4039353
246,2025-05-12 12:39:45,"Nvidia to report upside to estimates, should ease investor concerns: UBS",Investing.com,https://www.investing.com/news/stock-market-news/nvidia-to-report-upside-to-estimates-should-ease-investor-concerns-ubs-4039011
247,2025-05-12 10:36:05,Tech analyst says it’s time to break up Alphabet to ’unleash shareholder value’,Investing.com,https://www.investing.com/news/stock-market-news/tech-analyst-says-its-time-to-break-up-alphabet-to-unleash-shareholder-value-4038372
248,2025-05-12 09:07:03,Astera Labs receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/morgan-stanley-upgrades-astera-labs-to-overweight-with-a-price-target-of-9900-4038080
249,2025-05-12 08:15:22,Magnificent Seven stocks jump as U.S. and China agree to tariff reductions,Investing.com,https://www.investing.com/news/stock-market-news/magnificent-seven-stocks-jump-as-us-and-china-agree-to-tariff-reductions-93CH-4038026
250,2025-05-12 05:59:16,"2025 AI capex outlook remains strong, Nvidia, Broadcom top picks- BofA",Investing.com,https://www.investing.com/news/stock-market-news/2025-ai-capex-outlook-remains-strong-nvidia-broadcom-top-picks-bofa-4037847
251,2025-05-11 09:00:05,"5 big analyst AI moves: Microsoft downgraded; Time to revisit AI trade, WF says",Investing.com,https://www.investing.com/news/stock-market-news/5-big-analyst-ai-moves-microsoft-downgraded-time-to-revisit-ai-trade-wf-says-4036668
252,2025-05-11 09:00:02,How far is China from becoming self-sufficient in AI?,Investing.com,https://www.investing.com/news/stock-market-news/how-far-is-china-from-becoming-selfsufficient-in-ai-4029546
253,2025-05-11 08:00:47,Street Calls of the Week,Investing.com,https://www.investing.com/news/stock-market-news/street-calls-of-the-week-4037733
254,2025-05-11 08:00:02,How large could the compute demand for GenAI inference become? UBS discusses,Investing.com,https://www.investing.com/news/stock-market-news/how-large-could-the-compute-demand-for-genai-inference-become-ubs-discusses-4028727
255,2025-05-11 02:01:02,UBS assesses the impact of H20 chip restrictions,Investing.com,https://www.investing.com/news/pro/ubs-assesses-the-impact-of-h20-chip-restrictions-432SI-4037723
256,2025-05-10 09:30:02,What are the highest owned chip stocks?,Investing.com,https://www.investing.com/news/stock-market-news/what-are-the-highest-owned-chip-stocks-4024961
257,2025-05-09 21:12:42,US Department of Labor closes investigation into Scale AI,Reuters,https://www.investing.com/news/stock-market-news/us-department-of-labor-drops-investigation-into-scale-ai-techcrunch-reports-4037383
258,2025-05-09 20:20:51,Stock market today: S&P 500 ends week lower ahead of US-China trade talks,Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-steady-after-wall-st-jumps-on-uk-trade-deal-optimism-4035114
259,2025-05-09 16:15:53,UBS maintains NVIDIA stock with $180 target following ADP data,Investing.com,https://www.investing.com/news/analyst-ratings/ubs-maintains-nvidia-stock-with-180-target-following-adp-data-93CH-4037193
260,2025-05-09 15:39:03,Nvidia Corp receives Investment Bank Analyst Rating Update,Investing.com,https://www.investing.com/news/pro/ubs-maintains-nvidia-at-buy-with-a-price-target-of-18000-4037099
261,2025-05-09 14:36:06,US senator introduces bill calling for location-tracking on AI chips to limit China access,Reuters,https://www.investing.com/news/stock-market-news/us-senator-introduces-bill-calling-for-locationtracking-on-ai-chips-to-limit-china-access-4036878
262,2025-05-09 13:19:19,Nvidia to downgrade H20 AI chip for China to meet U.S. export controls; shares up,Investing.com,https://www.investing.com/news/stock-market-news/nvidia-to-downgrade-h20-ai-chip-for-china-to-meet-us-export-controls-reuters-4035235
263,2025-05-09 11:01:20,Morning Bid: Tariff rollback hopes rising,Reuters,https://www.investing.com/news/commodities-news/morning-bid-tariff-rollback-hopes-rising-4035861
264,2025-05-09 10:19:47,JPMorgan starts BE Semiconductor at Overweight on structural growth potential,Investing.com,https://www.investing.com/news/stock-market-news/jpmorgan-starts-be-semiconductor-at-overweight-on-structural-growth-potential-4035713
